,Name,Count,Flag
299,"('KOSHER', 'MILK')",19,Stopwords
300,"('KOSHER', 'SHRIMP')",2,Stopwords
301,"('KOSHER', 'LIME')",7,Stopwords
302,"('SALT', 'MILK')",76,Stopwords
303,"('SALT', 'SHRIMP')",7,Stopwords
304,"('OIL', 'MILK')",38,Stopwords
305,"('OIL', 'SHRIMP')",7,Stopwords
306,"('CUP', 'MILK')",88,Stopwords
307,"('CUP', 'SHRIMP')",6,Stopwords
308,"('CUP', 'LIME')",28,Stopwords
309,"('MILK', 'SHRIMP')",2,Clean
310,"('MILK', 'LIME')",4,Clean
311,"('MILK', 'PEPPER')",29,Stopwords
312,"('SHRIMP', 'LIME')",2,Clean
313,"('SHRIMP', 'PEPPER')",6,Stopwords
314,"('TEASPOON', 'GROUND')",108,Stopwords
315,"('TEASPOON', 'CINNAMON')",34,Stopwords
316,"('TEASPOON', 'JUICE')",74,Stopwords
317,"('TEASPOON', 'APPLE')",17,Stopwords
318,"('TEASPOON', 'SPREAD')",10,Stopwords
319,"('TEASPOON', 'I')",9,Stopwords
320,"('TEASPOON', 'PINCH')",30,Stopwords
321,"('GROUND', 'CINNAMON')",16,Stopwords
322,"('GROUND', 'JUICE')",24,Stopwords
323,"('GROUND', 'ONION')",88,Stopwords
324,"('GROUND', 'APPLE')",3,Stopwords
325,"('GROUND', 'SPREAD')",4,Stopwords
326,"('GROUND', 'I')",5,Stopwords
327,"('GROUND', 'CUP')",153,Stopwords
328,"('GROUND', 'PINCH')",14,Stopwords
329,"('GROUND', 'PORK')",19,Stopwords
330,"('CINNAMON', 'JUICE')",12,Stopwords
331,"('CINNAMON', 'ONION')",10,Stopwords
332,"('CINNAMON', 'APPLE')",3,Clean
333,"('CINNAMON', 'SPREAD')",2,Stopwords
334,"('CINNAMON', 'I')",2,Clean
335,"('CINNAMON', 'CUP')",50,Stopwords
336,"('CINNAMON', 'PINCH')",10,Stopwords
337,"('CINNAMON', 'PORK')",9,Clean
338,"('JUICE', 'APPLE')",3,Stopwords
339,"('JUICE', 'SPREAD')",2,Stopwords
340,"('JUICE', 'I')",4,Stopwords
341,"('JUICE', 'CUP')",121,Stopwords
342,"('JUICE', 'PINCH')",15,Stopwords
343,"('JUICE', 'PORK')",11,Stopwords
344,"('ONION', 'APPLE')",2,Stopwords
345,"('ONION', 'SPREAD')",6,Stopwords
346,"('ONION', 'I')",3,Stopwords
347,"('ONION', 'PINCH')",16,Stopwords
348,"('APPLE', 'SPREAD')",3,Stopwords
349,"('APPLE', 'I')",1,Clean
350,"('APPLE', 'CUP')",21,Stopwords
351,"('APPLE', 'PINCH')",2,Stopwords
352,"('APPLE', 'PORK')",3,Clean
353,"('SPREAD', 'I')",4,Stopwords
354,"('SPREAD', 'CUP')",15,Stopwords
355,"('SPREAD', 'PINCH')",1,Stopwords
356,"('SPREAD', 'PORK')",2,Stopwords
357,"('I', 'CUP')",13,Stopwords
358,"('I', 'PINCH')",2,Stopwords
359,"('I', 'PORK')",1,Clean
360,"('CUP', 'PINCH')",52,Stopwords
361,"('PINCH', 'PORK')",3,Stopwords
362,"('TEASPOON', 'JAR')",7,Stopwords
363,"('TEASPOON', 'SAUCE')",77,Stopwords
364,"('TEASPOON', 'ROSEMARY')",3,Stopwords
365,"('TEASPOON', 'BASIL')",20,Stopwords
366,"('JAR', 'TABLESPOON')",8,Stopwords
367,"('JAR', 'ONION')",5,Stopwords
368,"('JAR', 'SAUCE')",5,Stopwords
369,"('JAR', 'ROSEMARY')",1,Stopwords
370,"('JAR', 'OIL')",7,Stopwords
371,"('JAR', 'CUP')",12,Stopwords
372,"('JAR', 'BASIL')",3,Stopwords
373,"('JAR', 'WINE')",2,Stopwords
374,"('TABLESPOON', 'SAUCE')",61,Stopwords
375,"('TABLESPOON', 'ROSEMARY')",4,Stopwords
376,"('TABLESPOON', 'BASIL')",25,Stopwords
377,"('ONION', 'ROSEMARY')",2,Stopwords
378,"('ONION', 'BASIL')",10,Stopwords
379,"('SAUCE', 'ROSEMARY')",1,Stopwords
380,"('SAUCE', 'BASIL')",10,Stopwords
381,"('SAUCE', 'WINE')",14,Stopwords
382,"('ROSEMARY', 'OIL')",3,Stopwords
383,"('ROSEMARY', 'CUP')",4,Stopwords
384,"('ROSEMARY', 'BASIL')",2,Clean
385,"('ROSEMARY', 'WINE')",1,Clean
386,"('OIL', 'BASIL')",32,Stopwords
387,"('CUP', 'BASIL')",31,Stopwords
388,"('BASIL', 'WINE')",3,Clean
389,"('PIE', 'HONEY')",1,Clean
390,"('PIE', 'WATER')",1,Stopwords
391,"('PIE', 'APPLE')",2,Clean
392,"('PIE', 'LEFTOVER')",1,Stopwords
393,"('PIE', 'NUTMEG')",1,Clean
394,"('PIE', 'GINGER')",1,Clean
395,"('PIE', 'MIX')",1,Stopwords
396,"('PIE', 'PULP')",1,Clean
397,"('PIE', 'FLAVOR')",1,Clean
398,"('PIE', 'SWEETENER')",1,Clean
399,"('PIE', 'BLEND')",1,Clean
400,"('HONEY', 'WATER')",12,Stopwords
401,"('HONEY', 'APPLE')",2,Clean
402,"('HONEY', 'LEFTOVER')",1,Stopwords
403,"('HONEY', 'NUTMEG')",2,Clean
404,"('HONEY', 'GINGER')",11,Clean
405,"('HONEY', 'MIX')",2,Stopwords
406,"('HONEY', 'PULP')",1,Clean
407,"('HONEY', 'FLAVOR')",1,Clean
408,"('HONEY', 'SWEETENER')",2,Clean
409,"('HONEY', 'BLEND')",1,Clean
410,"('WATER', 'APPLE')",8,Stopwords
411,"('WATER', 'LEFTOVER')",2,Stopwords
412,"('WATER', 'NUTMEG')",2,Stopwords
413,"('WATER', 'GINGER')",25,Stopwords
414,"('WATER', 'MIX')",10,Stopwords
415,"('WATER', 'PULP')",1,Stopwords
416,"('WATER', 'FLAVOR')",5,Stopwords
417,"('WATER', 'SWEETENER')",3,Stopwords
418,"('WATER', 'BLEND')",2,Stopwords
419,"('APPLE', 'LEFTOVER')",1,Stopwords
420,"('APPLE', 'NUTMEG')",2,Clean
421,"('APPLE', 'GINGER')",5,Clean
422,"('APPLE', 'MIX')",1,Stopwords
423,"('APPLE', 'PULP')",1,Clean
424,"('APPLE', 'FLAVOR')",1,Clean
425,"('APPLE', 'SWEETENER')",1,Clean
426,"('APPLE', 'BLEND')",1,Clean
427,"('LEFTOVER', 'NUTMEG')",2,Stopwords
428,"('LEFTOVER', 'GINGER')",1,Stopwords
429,"('LEFTOVER', 'MIX')",1,Stopwords
430,"('LEFTOVER', 'PULP')",1,Stopwords
431,"('LEFTOVER', 'FLAVOR')",1,Stopwords
432,"('LEFTOVER', 'SWEETENER')",1,Stopwords
433,"('LEFTOVER', 'BLEND')",1,Stopwords
434,"('NUTMEG', 'GINGER')",1,Clean
435,"('NUTMEG', 'MIX')",1,Stopwords
436,"('NUTMEG', 'PULP')",1,Clean
437,"('NUTMEG', 'FLAVOR')",1,Clean
438,"('NUTMEG', 'SWEETENER')",1,Clean
439,"('NUTMEG', 'BLEND')",1,Clean
440,"('GINGER', 'MIX')",1,Stopwords
441,"('GINGER', 'PULP')",1,Clean
442,"('GINGER', 'FLAVOR')",2,Clean
443,"('GINGER', 'SWEETENER')",1,Clean
444,"('GINGER', 'BLEND')",1,Clean
445,"('MIX', 'PULP')",1,Stopwords
446,"('MIX', 'FLAVOR')",1,Stopwords
447,"('MIX', 'SWEETENER')",1,Stopwords
448,"('MIX', 'BLEND')",1,Stopwords
449,"('PULP', 'FLAVOR')",1,Clean
450,"('PULP', 'SWEETENER')",1,Clean
451,"('PULP', 'BLEND')",1,Clean
452,"('FLAVOR', 'SWEETENER')",1,Clean
453,"('FLAVOR', 'BLEND')",1,Clean
454,"('SWEETENER', 'BLEND')",1,Clean
455,"('CINNAMON', 'PASTRY')",1,Clean
456,"('CINNAMON', 'WATER')",14,Stopwords
457,"('CINNAMON', 'HANDFUL')",2,Stopwords
458,"('CINNAMON', 'EGG')",7,Clean
459,"('CINNAMON', 'SHEET')",1,Clean
460,"('CINNAMON', 'PUFF')",1,Clean
461,"('PASTRY', 'WATER')",1,Stopwords
462,"('PASTRY', 'HANDFUL')",1,Stopwords
463,"('PASTRY', 'EGG')",1,Clean
464,"('PASTRY', 'SHEET')",1,Clean
465,"('PASTRY', 'PUFF')",2,Clean
466,"('WATER', 'HANDFUL')",1,Stopwords
467,"('WATER', 'EGG')",22,Stopwords
468,"('WATER', 'SHEET')",2,Stopwords
469,"('WATER', 'PUFF')",1,Stopwords
470,"('HANDFUL', 'EGG')",1,Stopwords
471,"('HANDFUL', 'SHEET')",1,Stopwords
472,"('HANDFUL', 'PUFF')",1,Stopwords
473,"('EGG', 'SHEET')",2,Clean
474,"('EGG', 'PUFF')",1,Clean
475,"('SHEET', 'PUFF')",1,Clean
476,"('TEASPOON', 'SHOULDER')",6,Stopwords
477,"('TEASPOON', 'CORN')",36,Stopwords
478,"('TEASPOON', 'CREAM')",59,Stopwords
479,"('TEASPOON', 'OUNCE')",118,Stopwords
480,"('TEASPOON', 'SOUR')",1,Stopwords
481,"('GROUND', 'SHOULDER')",2,Stopwords
482,"('GROUND', 'POUND')",47,Stopwords
483,"('GROUND', 'CORN')",8,Stopwords
484,"('GROUND', 'TABLESPOON')",82,Stopwords
485,"('GROUND', 'CREAM')",29,Stopwords
486,"('GROUND', 'OUNCE')",35,Stopwords
487,"('GROUND', 'OIL')",85,Stopwords
488,"('GROUND', 'SOUR')",2,Stopwords
489,"('SHOULDER', 'POUND')",6,Stopwords
490,"('SHOULDER', 'CORN')",3,Clean
491,"('SHOULDER', 'TABLESPOON')",5,Stopwords
492,"('SHOULDER', 'ONION')",8,Stopwords
493,"('SHOULDER', 'CREAM')",2,Stopwords
494,"('SHOULDER', 'OUNCE')",5,Stopwords
495,"('SHOULDER', 'OIL')",4,Stopwords
496,"('SHOULDER', 'CUP')",11,Stopwords
497,"('SHOULDER', 'SOUR')",1,Clean
498,"('SHOULDER', 'PORK')",8,Clean
499,"('POUND', 'CORN')",6,Stopwords
500,"('POUND', 'CREAM')",8,Stopwords
501,"('POUND', 'OUNCE')",21,Stopwords
502,"('POUND', 'SOUR')",1,Stopwords
503,"('CORN', 'TABLESPOON')",31,Stopwords
504,"('CORN', 'ONION')",25,Stopwords
505,"('CORN', 'CREAM')",13,Stopwords
506,"('CORN', 'OUNCE')",21,Stopwords
507,"('CORN', 'OIL')",32,Stopwords
508,"('CORN', 'CUP')",49,Stopwords
509,"('CORN', 'SOUR')",1,Clean
510,"('CORN', 'PORK')",8,Clean
511,"('TABLESPOON', 'CREAM')",30,Stopwords
512,"('TABLESPOON', 'OUNCE')",100,Stopwords
513,"('TABLESPOON', 'SOUR')",1,Stopwords
514,"('ONION', 'CREAM')",15,Stopwords
515,"('ONION', 'OUNCE')",41,Stopwords
516,"('ONION', 'SOUR')",2,Stopwords
517,"('CREAM', 'OIL')",24,Stopwords
518,"('CREAM', 'SOUR')",2,Stopwords
519,"('CREAM', 'PORK')",4,Stopwords
520,"('OUNCE', 'OIL')",88,Stopwords
521,"('OUNCE', 'SOUR')",1,Stopwords
522,"('OUNCE', 'PORK')",42,Stopwords
523,"('OIL', 'SOUR')",1,Stopwords
524,"('CUP', 'SOUR')",2,Stopwords
525,"('SOUR', 'PORK')",1,Clean
526,"('TEASPOON', 'LEFTOVER')",3,Stopwords
527,"('TEASPOON', 'COOKING')",9,Stopwords
528,"('TEASPOON', 'TURKEY')",16,Stopwords
529,"('TEASPOON', 'FROZEN')",4,Stopwords
530,"('TEASPOON', 'BREAST')",12,Stopwords
531,"('TEASPOON', 'CHICKEN')",65,Stopwords
532,"('TEASPOON', 'PARSLEY')",23,Stopwords
533,"('TEASPOON', 'SODIUM')",20,Stopwords
534,"('TEASPOON', 'CELERY')",13,Stopwords
535,"('TEASPOON', 'EGG')",53,Stopwords
536,"('TEASPOON', 'SPRAY')",31,Stopwords
537,"('CORN', 'LEFTOVER')",2,Stopwords
538,"('CORN', 'COOKING')",1,Stopwords
539,"('CORN', 'TURKEY')",5,Clean
540,"('CORN', 'FROZEN')",1,Stopwords
541,"('CORN', 'BREAST')",2,Clean
542,"('CORN', 'KOSHER')",13,Stopwords
543,"('CORN', 'SALT')",32,Stopwords
544,"('CORN', 'CHICKEN')",9,Clean
545,"('CORN', 'PARSLEY')",4,Clean
546,"('CORN', 'SODIUM')",2,Clean
547,"('CORN', 'GROUND')",8,Stopwords
