,Name,Count,Flag
92,"('LEFTOVER', 'APPLE')",1,Stopwords
93,"('APPLE', 'PULP')",1,Clean
94,"('PULP', 'SWEETENER')",1,Clean
95,"('SWEETENER', 'HONEY')",1,Clean
96,"('HONEY', 'NUTMEG')",1,Clean
97,"('NUTMEG', 'GINGER')",1,Clean
98,"('GINGER', 'PIE')",1,Clean
99,"('PIE', 'BLEND')",1,Clean
100,"('SHEET', 'PUFF')",1,Clean
101,"('PUFF', 'PASTRY')",2,Clean
102,"('PASTRY', 'CINNAMON')",1,Clean
103,"('CINNAMON', 'EGG')",1,Clean
104,"('EGG', 'WATER')",4,Stopwords
105,"('WATER', 'HANDFUL')",1,Stopwords
106,"('PORK', 'SHOULDER')",13,Clean
107,"('SHOULDER', 'TABLESPOON')",4,Stopwords
108,"('ONION', 'OUNCE')",10,Stopwords
109,"('OUNCE', 'OUNCE')",29,Stopwords
110,"('OUNCE', 'TEASPOON')",8,Stopwords
111,"('TEASPOON', 'GROUND')",108,Stopwords
112,"('GROUND', 'CORN')",2,Stopwords
113,"('CORN', 'SOUR')",1,Clean
114,"('SOUR', 'CREAM')",2,Stopwords
115,"('CUP', 'CELERY')",7,Stopwords
116,"('CELERY', 'PARSLEY')",1,Clean
117,"('PARSLEY', 'TABLESPOON')",8,Stopwords
118,"('TABLESPOON', 'CORN')",3,Stopwords
119,"('CORN', 'CUP')",16,Stopwords
120,"('CUP', 'SODIUM')",17,Stopwords
121,"('SODIUM', 'CHICKEN')",20,Clean
122,"('CHICKEN', 'LEFTOVER')",1,Stopwords
123,"('LEFTOVER', 'TURKEY')",3,Stopwords
124,"('TURKEY', 'BREAST')",8,Clean
125,"('BREAST', 'CUP')",7,Stopwords
126,"('CUP', 'FROZEN')",3,Stopwords
127,"('FROZEN', 'TEASPOON')",1,Stopwords
128,"('SALT', 'GROUND')",37,Stopwords
129,"('GROUND', 'PEPPER')",62,Stopwords
130,"('PEPPER', 'COOKING')",5,Stopwords
131,"('COOKING', 'SPRAY')",20,Stopwords
132,"('SPRAY', 'EGG')",2,Stopwords
133,"('NONE', 'NONE')",260,Stopwords
134,"('POUND', 'COUNTRY')",1,Stopwords
135,"('COUNTRY', 'STYLE')",3,Stopwords
136,"('STYLE', 'PORK')",1,Stopwords
137,"('PORK', 'CUP')",18,Stopwords
138,"('WINE', 'VINEGAR')",26,Clean
139,"('OIL', 'SPRAY')",27,Stopwords
140,"('SPRAY', 'POUND')",4,Stopwords
141,"('POUND', 'TURKEY')",3,Stopwords
142,"('TURKEY', 'TEASPOON')",5,Stopwords
143,"('CUP', 'TABLESPOON')",63,Stopwords
144,"('TABLESPOON', 'TEASPOON')",34,Stopwords
145,"('TEASPOON', 'SALT')",150,Stopwords
146,"('SALT', 'TEASPOON')",118,Stopwords
147,"('TEASPOON', 'PEPPER')",96,Stopwords
148,"('PEPPER', 'TEASPOON')",50,Stopwords
149,"('CUP', 'SUGAR')",70,Stopwords
150,"('SUGAR', 'CUP')",38,Stopwords
151,"('CUP', 'CLOVER')",2,Stopwords
152,"('CLOVER', 'MILK')",1,Clean
153,"('MILK', 'CUP')",40,Stopwords
154,"('CUP', 'ORANGE')",12,Stopwords
155,"('ORANGE', 'JUICE')",16,Stopwords
156,"('JUICE', 'VANILLA')",3,Stopwords
157,"('VANILLA', 'ORANGE')",3,Stopwords
158,"('ORANGE', 'PINCH')",2,Stopwords
159,"('PINCH', 'SALT')",21,Stopwords
160,"('SALT', 'OIL')",11,Stopwords
161,"('OIL', 'COOKING')",7,Stopwords
162,"('SPRAY', 'OIL')",5,Stopwords
163,"('OIL', 'SMOKE')",2,Stopwords
164,"('SMOKE', 'POINT')",2,Clean
165,"('POINT', 'OIL')",1,Stopwords
166,"('OIL', 'CREAM')",1,Stopwords
167,"('CREAM', 'VANILLA')",3,Stopwords
168,"('VANILLA', 'TOPPING')",1,Clean
169,"('TOPPING', 'CUP')",1,Stopwords
170,"('CLOVER', 'COTTAGE')",1,Clean
171,"('COTTAGE', 'CHEESE')",1,Clean
172,"('CHEESE', 'CLOVER')",1,Clean
173,"('CLOVER', 'CREAM')",1,Stopwords
174,"('SUGAR', 'EGG')",6,Stopwords
175,"('EGG', 'YOLK')",5,Clean
176,"('YOLK', 'ORANGE')",1,Stopwords
177,"('CUP', 'GRAM')",1,Stopwords
178,"('GRAM', 'GROUND')",4,Stopwords
179,"('GROUND', 'BEEF')",21,Stopwords
180,"('BEEF', 'ONION')",3,Stopwords
181,"('ONION', 'BOTTLE')",1,Stopwords
182,"('BOTTLE', 'TOMATO')",1,Clean
183,"('TOMATO', 'JUICE')",2,Stopwords
184,"('JUICE', 'PASTE')",3,Stopwords
185,"('PASTE', 'TABLESPOON')",9,Stopwords
186,"('TABLESPOON', 'SUGAR')",44,Stopwords
187,"('SUGAR', 'PINCH')",2,Stopwords
188,"('SALT', 'CUBE')",1,Stopwords
189,"('CUBE', 'JUICE')",1,Stopwords
190,"('JUICE', 'GRAM')",2,Stopwords
191,"('GRAM', 'BUTTER')",15,Stopwords
192,"('BUTTER', 'TABLESPOON')",24,Stopwords
193,"('SUGAR', 'TEASPOON')",41,Stopwords
194,"('TEASPOON', 'VANILLA')",45,Stopwords
195,"('VANILLA', 'CUP')",27,Stopwords
196,"('CUP', 'RICE')",19,Stopwords
197,"('RICE', 'CUP')",11,Stopwords
198,"('CORNSTARCH', 'TEASPOON')",6,Stopwords
199,"('TEASPOON', 'CINNAMON')",23,Stopwords
200,"('CINNAMON', 'TEASPOON')",20,Stopwords
201,"('TEASPOON', 'TEASPOON')",81,Stopwords
202,"('ONION', 'TEASPOON')",20,Stopwords
203,"('TEASPOON', 'POUND')",1,Stopwords
204,"('POUND', 'BONELESS')",38,Stopwords
205,"('BONELESS', 'TEASPOON')",2,Stopwords
206,"('CUP', 'BEEF')",6,Stopwords
207,"('BEEF', 'CUP')",10,Stopwords
208,"('CUP', 'CORN')",14,Stopwords
209,"('CUP', 'POMEGRANATE')",4,Stopwords
210,"('POMEGRANATE', 'JUICE')",3,Stopwords
211,"('JUICE', 'CUP')",33,Stopwords
212,"('CUP', 'VODKA')",4,Stopwords
213,"('VODKA', 'TABLESPOON')",1,Stopwords
214,"('TABLESPOON', 'NECTAR')",1,Stopwords
215,"('GRAIN', 'TEASPOON')",1,Stopwords
216,"('OIL', 'EGG')",3,Stopwords
217,"('EGG', 'PEPPER')",1,Stopwords
218,"('CUP', 'BLEND')",1,Stopwords
219,"('BLEND', 'CUP')",1,Stopwords
220,"('CUP', 'GRAPE')",7,Stopwords
221,"('GRAPE', 'CHERRY')",1,Clean
222,"('CHERRY', 'HEIRLOOM')",1,Clean
223,"('PEPPER', 'SALT')",8,Stopwords
224,"('SALT', 'BACON')",2,Stopwords
225,"('CUP', 'VANILLA')",15,Stopwords
226,"('CUP', 'FUDGE')",3,Stopwords
227,"('FUDGE', 'ICE')",1,Clean
228,"('CREAM', 'SAUCE')",3,Stopwords
229,"('SAUCE', 'CUP')",19,Stopwords
230,"('CUP', 'CARAMEL')",6,Stopwords
231,"('CARAMEL', 'CREAM')",2,Stopwords
232,"('CUP', 'RAINBOW')",1,Stopwords
233,"('CUP', 'ICE')",8,Stopwords
234,"('ICE', 'CHOCOLATE')",1,Clean
235,"('CHOCOLATE', 'POWDER')",1,Stopwords
236,"('POWDER', 'DROP')",2,Stopwords
237,"('DROP', 'PEPPERMINT')",1,Clean
238,"('PEPPERMINT', 'EXTRACT')",2,Stopwords
239,"('OIL', 'TABLESPOON')",45,Stopwords
240,"('TABLESPOON', 'SESAME')",17,Stopwords
241,"('SESAME', 'OIL')",24,Stopwords
242,"('OIL', 'POUND')",19,Stopwords
243,"('POUND', 'FOSTER')",1,Stopwords
244,"('FOSTER', 'BONELESS')",1,Stopwords
245,"('BONELESS', 'SKINLESS')",36,Stopwords
246,"('SKINLESS', 'TEASPOON')",1,Stopwords
247,"('TEASPOON', 'TABLESPOON')",10,Stopwords
248,"('TABLESPOON', 'GINGER')",19,Stopwords
249,"('GINGER', 'ROOT')",12,Clean
250,"('ROOT', 'CUP')",4,Stopwords
251,"('CUP', 'CHICKEN')",29,Stopwords
252,"('CHICKEN', 'CUP')",15,Stopwords
253,"('CUP', 'SOY')",16,Stopwords
254,"('SOY', 'POUND')",1,Stopwords
255,"('POUND', 'BROCCOLI')",3,Stopwords
256,"('BROCCOLI', 'TABLESPOON')",4,Stopwords
257,"('SUGAR', 'TABLESPOON')",30,Stopwords
258,"('CORNSTARCH', 'TABLESPOON')",6,Stopwords
259,"('TABLESPOON', 'WINE')",7,Stopwords
260,"('POUND', 'CUP')",15,Stopwords
261,"('TABLESPOON', 'GROUND')",9,Stopwords
262,"('GROUND', 'TEASPOON')",14,Stopwords
263,"('TEASPOON', 'CAYENNE')",16,Stopwords
264,"('CAYENNE', 'CUP')",6,Stopwords
265,"('CUP', 'PEACH')",4,Stopwords
266,"('PEACH', 'ICE')",1,Clean
267,"('ORANGE', 'PEPPER')",3,Stopwords
268,"('PEPPER', 'PEPPER')",10,Stopwords
269,"('PEPPER', 'PUMPKIN')",1,Stopwords
270,"('PUMPKIN', 'GROUND')",1,Stopwords
271,"('GROUND', 'MEAT')",1,Stopwords
272,"('MEAT', 'PARSLEY')",1,Clean
273,"('PARSLEY', 'ONION')",2,Stopwords
274,"('TEASPOON', 'MINT')",2,Stopwords
275,"('MINT', 'TEASPOON')",2,Stopwords
276,"('TEASPOON', 'RICE')",4,Stopwords
277,"('RICE', 'OIL')",1,Stopwords
278,"('POUND', 'SWEET')",3,Stopwords
279,"('SWEET', 'OIL')",3,Stopwords
280,"('OIL', 'TEASPOON')",58,Stopwords
281,"('PEPPER', 'CLOVE')",7,Stopwords
282,"('CLOVE', 'GARLIC')",11,Clean
283,"('CUP', 'WATER')",86,Stopwords
284,"('WATER', 'RACK')",1,Stopwords
285,"('RACK', 'POT')",1,Clean
286,"('POT', 'TABLESPOON')",1,Stopwords
287,"('TABLESPOON', 'MILK')",5,Stopwords
288,"('MILK', 'TEASPOON')",21,Stopwords
289,"('TEASPOON', 'DILL')",1,Stopwords
290,"('DILL', 'PICKLE')",1,Clean
291,"('PICKLE', 'JUICE')",1,Stopwords
292,"('JUICE', 'TEASPOON')",28,Stopwords
293,"('PEPPER', 'PAPRIKA')",3,Stopwords
294,"('PAPRIKA', 'DILL')",1,Clean
295,"('CREAM', 'CHEESE')",29,Stopwords
296,"('CHEESE', 'JUICE')",2,Stopwords
297,"('JUICE', 'CREAM')",2,Stopwords
298,"('CREAM', 'CONSISTENCY')",1,Stopwords
299,"('CONSISTENCY', 'LEMON')",1,Clean
300,"('LEMON', 'DILL')",1,Clean
301,"('DILL', 'SALT')",1,Stopwords
302,"('CUP', 'BONE')",16,Stopwords
303,"('BONE', 'BASIL')",3,Clean
304,"('BASIL', 'VINAIGRETTE')",3,Clean
305,"('VINAIGRETTE', 'BONELESS')",1,Stopwords
306,"('SKINLESS', 'BREAST')",14,Stopwords
307,"('BREAST', 'ROMAINE')",1,Clean
308,"('ROMAINE', 'LETTUCE')",11,Clean
309,"('LETTUCE', 'GRAPE')",2,Clean
310,"('GRAPE', 'CUP')",5,Stopwords
311,"('TABLESPOON', 'FOOD')",1,Stopwords
312,"('FOOD', 'OUNCE')",1,Stopwords
313,"('OUNCE', 'CREAM')",13,Stopwords
314,"('CREAM', 'TABLESPOON')",10,Stopwords
315,"('TABLESPOON', 'SNIP')",1,Stopwords
316,"('SNIP', 'DILL')",1,Clean
317,"('DILL', 'TEASPOON')",1,Stopwords
318,"('TEASPOON', 'JUICE')",1,Stopwords
319,"('TEASPOON', 'OUNCE')",8,Stopwords
320,"('OUNCE', 'SALMON')",3,Stopwords
321,"('POUND', 'POUND')",12,Stopwords
322,"('BONE', 'VINAIGRETTE')",2,Clean
323,"('VINAIGRETTE', 'BELL')",1,Stopwords
324,"('CUP', 'LEFTOVER')",2,Stopwords
325,"('CUP', 'SPINACH')",2,Stopwords
326,"('SPINACH', 'TEASPOON')",3,Stopwords
327,"('TEASPOON', 'CUMIN')",14,Stopwords
328,"('CUMIN', 'TEASPOON')",23,Stopwords
329,"('TEASPOON', 'CHILI')",25,Stopwords
330,"('CHILI', 'POWDER')",28,Stopwords
331,"('SALT', 'CUP')",51,Stopwords
332,"('CUP', 'LETTUCE')",3,Stopwords
333,"('LETTUCE', 'RANCH')",1,Clean
334,"('SPRAY', 'TABLESPOON')",4,Stopwords
335,"('CUP', 'CHOPPED')",1,Stopwords
336,"('POUND', 'GROUND')",27,Stopwords
337,"('GROUND', 'CUP')",18,Stopwords
338,"('SPINACH', 'CUP')",4,Stopwords
339,"('TABLESPOON', 'CUP')",29,Stopwords
340,"('TABLESPOON', 'SAUCE')",23,Stopwords
341,"('SALT', 'TABLESPOON')",35,Stopwords
342,"('OIL', 'PEPPER')",3,Stopwords
343,"('TABLESPOON', 'DILL')",3,Stopwords
344,"('DILL', 'TABLESPOON')",2,Stopwords
345,"('TABLESPOON', 'LEMON')",30,Stopwords
346,"('LEMON', 'JUICE')",54,Stopwords
347,"('TEASPOON', 'SEA')",19,Stopwords
348,"('SEA', 'SALT')",35,Stopwords
349,"('SALT', 'EGG')",8,Stopwords
350,"('EGG', 'CUP')",23,Stopwords
351,"('BUTTER', 'CUP')",41,Stopwords
352,"('ONION', 'GARLIC')",6,Stopwords
353,"('GARLIC', 'OUNCE')",3,Stopwords
354,"('OUNCE', 'ARTICHOKE')",2,Stopwords
355,"('ARTICHOKE', 'MILLILITER')",1,Stopwords
356,"('MILLILITER', 'CHICKEN')",1,Stopwords
357,"('CHICKEN', 'STOCK')",9,Clean
358,"('STOCK', 'TABLESPOON')",4,Stopwords
359,"('TABLESPOON', 'CURRY')",4,Stopwords
360,"('CURRY', 'POWDER')",8,Stopwords
361,"('POWDER', 'GROUND')",4,Stopwords
362,"('GROUND', 'GINGER')",19,Stopwords
363,"('EGG', 'GRAM')",7,Stopwords
364,"('BUTTER', 'GRAM')",9,Stopwords
365,"('GRAM', 'GRAM')",5,Stopwords
366,"('GRAM', 'DARK')",1,Stopwords
367,"('DARK', 'CHOCOLATE')",2,Stopwords
368,"('CHOCOLATE', 'GRAM')",3,Stopwords
369,"('GRAM', 'MILK')",6,Stopwords
370,"('MILK', 'CHOCOLATE')",4,Clean
371,"('CHOCOLATE', 'TEASPOON')",4,Stopwords
372,"('VANILLA', 'SUGAR')",2,Stopwords
373,"('SUGAR', 'SALT')",8,Stopwords
374,"('THIN', 'TEASPOON')",1,Stopwords
375,"('CUP', 'CREAM')",44,Stopwords
376,"('CREAM', 'LIGHT')",1,Stopwords
377,"('LIGHT', 'MAYONNAISE')",2,Stopwords
378,"('MAYONNAISE', 'CREAM')",1,Stopwords
379,"('CHEESE', 'MEDIUM')",2,Stopwords
380,"('CUP', 'MANGO')",2,Stopwords
381,"('MANGO', 'TEASPOON')",1,Stopwords
382,"('TEASPOON', 'LIME')",3,Stopwords
383,"('LIME', 'CUP')",2,Stopwords
384,"('CUP', 'PLAIN')",9,Stopwords
385,"('PLAIN', 'CUP')",4,Stopwords
386,"('CUP', 'ALMOND')",7,Stopwords
387,"('ALMOND', 'MILK')",7,Clean
388,"('MILK', 'MILK')",2,Clean
389,"('MILK', 'CHOICE')",1,Clean
390,"('CHOICE', 'HANDFUL')",1,Stopwords
391,"('HANDFUL', 'ICE')",1,Stopwords
392,"('ICE', 'TEASPOON')",1,Stopwords
393,"('CUP', 'VIRGIN')",13,Stopwords
394,"('VIRGIN', 'OIL')",84,Stopwords
395,"('CUP', 'SUN')",5,Stopwords
396,"('SUN', 'CUP')",2,Stopwords
397,"('CUP', 'BASIL')",15,Stopwords
398,"('BASIL', 'TEASPOON')",3,Stopwords
399,"('SALT', 'PINCH')",9,Stopwords
400,"('PINCH', 'PEPPER')",10,Stopwords
401,"('CUMIN', 'THYME')",1,Clean
402,"('THYME', 'SEA')",1,Stopwords
403,"('SALT', 'BEEF')",1,Stopwords
404,"('BEEF', 'BRISKET')",2,Clean
405,"('BRISKET', 'ONION')",1,Stopwords
406,"('TABLESPOON', 'MAYONNAISE')",10,Stopwords
407,"('MAYONNAISE', 'SLICE')",3,Stopwords
408,"('SLICE', 'WHEAT')",2,Stopwords
409,"('WHEAT', 'OUNCE')",1,Stopwords
410,"('OUNCE', 'TURKEY')",2,Stopwords
411,"('BREAST', 'SLICE')",2,Stopwords
412,"('SLICE', 'ROMAINE')",1,Stopwords
413,"('POUND', 'OIL')",2,Stopwords
414,"('POUND', 'YORK')",1,Stopwords
415,"('YORK', 'LOIN')",1,Clean
416,"('LOIN', 'PORK')",2,Clean
417,"('PEPPER', 'EGG')",2,Stopwords
418,"('EGG', 'TABLESPOON')",12,Stopwords
419,"('TEASPOON', 'THYME')",11,Stopwords
420,"('PORK', 'ROAST')",8,Clean
421,"('ROAST', 'TEASPOON')",3,Stopwords
422,"('TEASPOON', 'SOUTHWEST')",1,Stopwords
423,"('SOUTHWEST', 'CUP')",1,Stopwords
424,"('SPRAY', 'CUP')",9,Stopwords
425,"('CUP', 'OIL')",38,Stopwords
426,"('TABLESPOON', 'VANILLA')",5,Stopwords
427,"('VANILLA', 'EGG')",5,Clean
428,"('GINGER', 'TEASPOON')",20,Stopwords
429,"('CUP', 'BUTTER')",34,Stopwords
430,"('TEASPOON', 'PROCESS')",1,Stopwords
431,"('PROCESS', 'COCOA')",1,Clean
432,"('COCOA', 'POWDER')",7,Stopwords
433,"('POWDER', 'TABLESPOON')",21,Stopwords
434,"('TABLESPOON', 'BOURBON')",2,Stopwords
435,"('BOURBON', 'CUP')",2,Stopwords
436,"('VANILLA', 'EXTRACT')",20,Stopwords
437,"('BAG', 'PREMIUM')",1,Stopwords
438,"('PREMIUM', 'CHICKEN')",1,Clean
439,"('CHICKEN', 'BOX')",2,Clean
440,"('BOX', 'CUP')",1,Stopwords
441,"('CUP', 'TOMATO')",12,Stopwords
442,"('TOMATO', 'SAUCE')",12,Stopwords
443,"('CUP', 'CHEESE')",32,Stopwords
444,"('PACKAGE', 'BREAKFAST')",1,Stopwords
445,"('BREAKFAST', 'SAUSAGE')",2,Clean
446,"('SAUSAGE', 'BUTTER')",1,Stopwords
447,"('CUP', 'PEPPER')",6,Stopwords
448,"('CUP', 'MILK')",48,Stopwords
449,"('TEASPOON', 'BACON')",1,Stopwords
450,"('CUP', 'HONEY')",12,Stopwords
451,"('HONEY', 'CUP')",8,Stopwords
452,"('BUTTER', 'CORNSTARCH')",1,Stopwords
453,"('CORNSTARCH', 'JUICE')",1,Stopwords
454,"('CHEESE', 'MILK')",1,Clean
455,"('MILK', 'GRAHAM')",1,Clean
456,"('OIL', 'MEDIUM')",13,Stopwords
457,"('MEDIUM', 'ONION')",19,Stopwords
458,"('CUP', 'MEDIUM')",5,Stopwords
459,"('MEDIUM', 'TOMATO')",6,Stopwords
460,"('TOMATO', 'TURKEY')",1,Clean
461,"('TURKEY', 'BABY')",1,Stopwords
462,"('BABY', 'EGG')",1,Stopwords
463,"('EGG', 'MILK')",1,Clean
464,"('CUP', 'SALT')",11,Stopwords
465,"('PEPPER', 'CHEESE')",1,Stopwords
466,"('CHEESE', 'USE')",1,Stopwords
467,"('BEEF', 'JAR')",2,Stopwords
468,"('JAR', 'NONE')",1,Stopwords
469,"('NONE', 'CUP')",2,Stopwords
470,"('MAYONNAISE', 'TABLESPOON')",7,Stopwords
471,"('TABLESPOON', 'MUSTARD')",10,Stopwords
472,"('TABLESPOON', 'HONEY')",20,Stopwords
473,"('HONEY', 'POUND')",1,Stopwords
474,"('BREAST', 'CORN')",1,Clean
475,"('HEAD', 'ROMAINE')",3,Stopwords
476,"('ROMAINE', 'OIL')",1,Stopwords
477,"('TABLESPOON', 'PASTE')",2,Stopwords
478,"('TEASPOON', 'PARSLEY')",2,Stopwords
479,"('CUP', 'ROMAINE')",7,Stopwords
480,"('ROMAINE', 'CUP')",2,Stopwords
481,"('CUP', 'SALAD')",2,Stopwords
482,"('SALAD', 'BREAD')",1,Clean
483,"('CREAM', 'OUNCE')",3,Stopwords
484,"('OUNCE', 'CHOCOLATE')",7,Stopwords
485,"('SHALLOT', 'JUICE')",1,Stopwords
486,"('JUICE', 'VIRGIN')",3,Stopwords
487,"('TEASPOON', 'PURE')",5,Stopwords
488,"('PURE', 'MAPLE')",9,Stopwords
489,"('MAPLE', 'SYRUP')",17,Clean
490,"('SYRUP', 'KOSHER')",1,Stopwords
491,"('CUP', 'GRAHAM')",3,Stopwords
492,"('GRAHAM', 'CRACKER')",6,Clean
493,"('CRACKER', 'CUP')",1,Stopwords
494,"('CUP', 'COCONUT')",17,Stopwords
495,"('COCONUT', 'OUNCE')",1,Stopwords
496,"('OUNCE', 'EAGLE')",1,Stopwords
497,"('EAGLE', 'BRAND')",1,Clean
498,"('BRAND', 'MILK')",1,Clean
499,"('CUP', 'SEMI')",3,Stopwords
500,"('SEMI', 'OUNCE')",1,Stopwords
501,"('CHOCOLATE', 'BAKING')",1,Stopwords
502,"('BAKING', 'BAR')",1,Stopwords
503,"('CUP', 'KOSHER')",7,Stopwords
504,"('POUND', 'BEEF')",3,Stopwords
505,"('BEEF', 'MEAT')",1,Clean
506,"('MEAT', 'TABLESPOON')",1,Stopwords
507,"('TABLESPOON', 'FLOUR')",1,Stopwords
508,"('FLOUR', 'TABLESPOON')",1,Stopwords
509,"('OIL', 'BAY')",2,Stopwords
510,"('BAY', 'SALT')",3,Stopwords
511,"('THYME', 'PEPPER')",1,Stopwords
512,"('PEPPER', 'OUNCE')",15,Stopwords
513,"('OUNCE', 'BEEF')",3,Stopwords
514,"('BEEF', 'MEDIUM')",1,Stopwords
515,"('MEDIUM', 'CELERY')",3,Stopwords
516,"('CUP', 'MAYONNAISE')",20,Stopwords
517,"('MAYONNAISE', 'DILL')",1,Clean
518,"('DILL', 'WINE')",1,Clean
519,"('VINEGAR', 'CHAMPAGNE')",1,Clean
520,"('CHAMPAGNE', 'VINEGAR')",3,Clean
521,"('VINEGAR', 'GRAIN')",1,Clean
522,"('GRAIN', 'MUSTARD')",2,Clean
523,"('MUSTARD', 'SUGAR')",1,Stopwords
524,"('PEPPER', 'SPRIG')",1,Stopwords
525,"('SPRIG', 'DILL')",1,Clean
526,"('CHICKEN', 'TABLESPOON')",12,Stopwords
527,"('TABLESPOON', 'I')",10,Stopwords
528,"('I', 'BUTTER')",2,Stopwords
529,"('BUTTER', 'OIL')",5,Stopwords
530,"('OIL', 'SPREAD')",1,Stopwords
531,"('ONION', 'YELLOW')",3,Stopwords
532,"('YELLOW', 'BELL')",7,Stopwords
533,"('TEASPOON', 'SAGE')",3,Stopwords
534,"('SODIUM', 'CUP')",2,Stopwords
535,"('CUP', 'QUINOA')",6,Stopwords
536,"('QUINOA', 'TABLESPOON')",2,Stopwords
537,"('I', 'CUP')",5,Stopwords
538,"('CUP', 'CHERRY')",6,Stopwords
539,"('CHERRY', 'TABLESPOON')",2,Stopwords
540,"('TABLESPOON', 'BASIL')",6,Stopwords
541,"('OUNCE', 'COLA')",1,Stopwords
542,"('COLA', 'BEVERAGE')",1,Clean
